,id,asin,product,overall_rating,review_count,description,category2,category3
236,5dc881769f9b98109203c25a,B000UFWQJI,Epicuren Discovery Gelle Cleanser,4.5,11,"A deep cleansing, foaming gel that effectively dissolves oil from the pores, leaving skin feeling extra clean and fresh. Epicuren Discovery delivers ever-evolving solutions for the love of your skin. Our focus is on the harmonious relationship between wellness and beauty, promising you will look great, feel great, and sacrifice nothing.  ",Cleansers,Gels
